symptoms,label
"dry cough, shortness of breath",COVID-19
"shortness of breath, fatigue",COVID-19
"headache, nasal congestion, facial pain, runny nose",Sinusitis
"mild headache, sneezing",Common Cold
"shortness of breath, chest pain, cough, fever",Pneumonia
"weight loss, persistent cough, chest pain",Tuberculosis
"dizziness, vomiting",Migraine
"muscle pain, rash, high fever, joint pain",Dengue
"cough, chest pain",Pneumonia
"facial pain, runny nose",Sinusitis
"facial pain, headache, nasal congestion",Sinusitis
"dry cough, shortness of breath",COVID-19
"chills, muscle pain, sore throat, fever, fatigue",Flu
"loss of appetite, fever, fatigue, rash",Chickenpox
"stiff neck, high fever, sensitivity to light, headache",Meningitis
"sore throat, mild headache, runny nose",Common Cold
"fever, diarrhea, vomiting, abdominal pain, nausea",Gastroenteritis
"persistent cough, weight loss, night sweats, chest pain",Tuberculosis
"cough, fever, shortness of breath, chest pain",Pneumonia
"stiff neck, headache, sensitivity to light",Meningitis
"itchy eyes, nasal congestion, sneezing, runny nose",Allergic Rhinitis
"headache, joint pain",Dengue
"sneezing, nasal congestion, runny nose, itchy eyes",Allergic Rhinitis
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"dizziness, nausea, vomiting",Migraine
"coughing, wheezing",Asthma
"high fever, joint pain, muscle pain, headache",Dengue
"sneezing, mild headache, runny nose, sore throat",Common Cold
"fatigue, rash, loss of appetite",Chickenpox
"sneezing, mild headache",Common Cold
"chills, cough",Flu
"light sensitivity, headache, dizziness, nausea",Migraine
"facial pain, runny nose",Sinusitis
"diarrhea, abdominal pain, vomiting, nausea, fever",Gastroenteritis
"sneezing, nasal congestion",Allergic Rhinitis
"abdominal pain, vomiting, nausea, fever",Gastroenteritis
"headache, facial pain",Sinusitis
"joint pain, high fever, muscle pain",Dengue
"headache, high fever, nausea",Malaria
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"shortness of breath, cough, fever, chest pain",Pneumonia
"itchy eyes, runny nose, nasal congestion, sneezing",Allergic Rhinitis
"sneezing, sore throat, mild headache",Common Cold
"nausea, headache, high fever, chills",Malaria
"shortness of breath, loss of taste, dry cough, fatigue",COVID-19
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"sore throat, fever, chills, muscle pain",Flu
"rash, joint pain",Dengue
"chills, high fever, sweats, headache",Malaria
"high fever, sweats, headache, nausea",Malaria
"chest pain, persistent cough",Tuberculosis
"sneezing, itchy eyes, runny nose, nasal congestion",Allergic Rhinitis
"headache, sensitivity to light, stiff neck, high fever",Meningitis
"stiff neck, high fever, sensitivity to light",Meningitis
"chills, sore throat",Flu
"nasal congestion, headache, runny nose",Sinusitis
"chest pain, shortness of breath",Pneumonia
"coughing, wheezing, chest tightness, shortness of breath",Asthma
"chest discomfort, persistent cough with mucus",Bronchitis
"sore throat, cough",Flu
"shortness of breath, fever, chest pain",Pneumonia
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"sneezing, sore throat, runny nose, mild headache",Common Cold
"persistent cough with mucus, fatigue",Bronchitis
"joint pain, high fever, headache, muscle pain",Dengue
"facial pain, runny nose, headache",Sinusitis
"headache, joint pain, high fever, muscle pain, rash",Dengue
"dry cough, fatigue, loss of taste, shortness of breath",COVID-19
"stiff neck, high fever, sensitivity to light",Meningitis
"joint pain, muscle pain, headache",Dengue
"chest pain, shortness of breath",Pneumonia
"headache, rash, joint pain",Dengue
"fever, rash, loss of appetite",Chickenpox
"diarrhea, vomiting",Gastroenteritis
"wheezing, coughing, chest tightness, shortness of breath",Asthma
"persistent cough, weight loss",Tuberculosis
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"itchy eyes, nasal congestion",Allergic Rhinitis
"chills, sweats, high fever, nausea",Malaria
"coughing, shortness of breath, wheezing",Asthma
"abdominal pain, fever, diarrhea",Gastroenteritis
"rash, fever, loss of appetite, fatigue",Chickenpox
"fever, fatigue, loss of appetite",Chickenpox
"chest tightness, wheezing, shortness of breath, coughing",Asthma
"shortness of breath, coughing, chest tightness, wheezing",Asthma
"weight loss, persistent cough, chest pain, night sweats",Tuberculosis
"nasal congestion, headache",Sinusitis
"nasal congestion, runny nose, sneezing, itchy eyes",Allergic Rhinitis
"runny nose, nasal congestion, facial pain",Sinusitis
"coughing, wheezing, chest tightness, shortness of breath",Asthma
"night sweats, persistent cough, chest pain",Tuberculosis
"sore throat, chills, fever, cough",Flu
"rash, fatigue",Chickenpox
"fever, diarrhea",Gastroenteritis
"abdominal pain, fever, nausea",Gastroenteritis
"fever, loss of appetite, rash, fatigue",Chickenpox
"sensitivity to light, headache, high fever",Meningitis
"nasal congestion, sneezing",Allergic Rhinitis
"weight loss, chest pain",Tuberculosis
"headache, runny nose",Sinusitis
"runny nose, mild headache, sneezing, sore throat",Common Cold
"fever, nausea",Gastroenteritis
"itchy eyes, runny nose",Allergic Rhinitis
"chest pain, shortness of breath, fever",Pneumonia
"loss of taste, high fever, fatigue",COVID-19
"runny nose, sore throat, sneezing, mild headache",Common Cold
"wheezing, shortness of breath",Asthma
"nausea, vomiting",Gastroenteritis
"nasal congestion, headache",Sinusitis
"rash, fatigue",Chickenpox
"fatigue, loss of appetite, rash, fever",Chickenpox
"chest tightness, wheezing",Asthma
"vomiting, nausea, abdominal pain, fever, diarrhea",Gastroenteritis
"fever, cough",Flu
"sore throat, chills, cough",Flu
"sneezing, runny nose, mild headache",Common Cold
"fatigue, muscle pain, fever, cough, sore throat",Flu
"fatigue, fever, rash, loss of appetite",Chickenpox
"itchy eyes, runny nose",Allergic Rhinitis
"sore throat, runny nose, sneezing",Common Cold
"nausea, sweats",Malaria
"headache, light sensitivity",Migraine
"weight loss, night sweats, chest pain",Tuberculosis
"headache, facial pain",Sinusitis
"fatigue, loss of taste, shortness of breath",COVID-19
"light sensitivity, dizziness, vomiting, nausea, headache",Migraine
"cough, shortness of breath",Pneumonia
"shortness of breath, chest pain, cough, fever",Pneumonia
"mild headache, sore throat, runny nose",Common Cold
"nasal congestion, facial pain, runny nose",Sinusitis
"high fever, headache, joint pain, rash, muscle pain",Dengue
"shortness of breath, coughing, chest tightness",Asthma
"sneezing, runny nose",Allergic Rhinitis
"vomiting, nausea, fever, diarrhea, abdominal pain",Gastroenteritis
"chest discomfort, fatigue",Bronchitis
"muscle pain, fever",Flu
"itchy eyes, runny nose",Allergic Rhinitis
"high fever, sensitivity to light, headache, stiff neck",Meningitis
"headache, stiff neck, sensitivity to light, high fever",Meningitis
"high fever, headache, joint pain, rash, muscle pain",Dengue
"fever, cough, chest pain",Pneumonia
"chills, fever",Flu
"stiff neck, sensitivity to light",Meningitis
"nausea, vomiting",Gastroenteritis
"fever, loss of appetite",Chickenpox
"fever, shortness of breath",Pneumonia
"fever, cough, shortness of breath",Pneumonia
"coughing, shortness of breath, chest tightness, wheezing",Asthma
"muscle pain, rash, joint pain",Dengue
"high fever, dry cough, loss of taste, shortness of breath, fatigue",COVID-19
"rash, joint pain, headache, muscle pain",Dengue
"loss of appetite, fatigue, rash",Chickenpox
"headache, muscle pain",Dengue
"rash, loss of appetite, fever",Chickenpox
"high fever, sensitivity to light, headache",Meningitis
"loss of appetite, rash, fatigue, fever",Chickenpox
"facial pain, runny nose",Sinusitis
"muscle pain, headache, rash",Dengue
"nasal congestion, runny nose, headache, facial pain",Sinusitis
"shortness of breath, chest tightness",Asthma
"night sweats, persistent cough, weight loss",Tuberculosis
"sore throat, sneezing, mild headache",Common Cold
"chills, muscle pain, cough, sore throat",Flu
"sweats, high fever, nausea",Malaria
"headache, chills, high fever, nausea, sweats",Malaria
"nasal congestion, facial pain",Sinusitis
"fever, cough, fatigue, muscle pain",Flu
"headache, joint pain, muscle pain",Dengue
"high fever, headache, chills, nausea",Malaria
"vomiting, fever, nausea",Gastroenteritis
"chills, headache",Malaria
"fatigue, dry cough, loss of taste, shortness of breath",COVID-19
"dry cough, high fever, loss of taste, fatigue",COVID-19
"headache, high fever, sensitivity to light, stiff neck",Meningitis
"sore throat, chills, muscle pain",Flu
"itchy eyes, runny nose, nasal congestion, sneezing",Allergic Rhinitis
"nausea, headache, dizziness, light sensitivity",Migraine
"fever, diarrhea",Gastroenteritis
"chest pain, weight loss, persistent cough",Tuberculosis
"wheezing, chest tightness, shortness of breath, coughing",Asthma
"fatigue, loss of taste, shortness of breath, high fever, dry cough",COVID-19
"wheezing, coughing",Asthma
"itchy eyes, runny nose, nasal congestion",Allergic Rhinitis
"fatigue, loss of taste",COVID-19
"diarrhea, vomiting",Gastroenteritis
"nasal congestion, headache, runny nose, facial pain",Sinusitis
"fatigue, loss of appetite, fever, rash",Chickenpox
"nasal congestion, sneezing, itchy eyes, runny nose",Allergic Rhinitis
"wheezing, chest tightness, shortness of breath, coughing",Asthma
"diarrhea, vomiting",Gastroenteritis
"diarrhea, fever, vomiting, abdominal pain",Gastroenteritis
"mild headache, sneezing, sore throat, runny nose",Common Cold
"night sweats, persistent cough, weight loss",Tuberculosis
"high fever, headache, rash, joint pain, muscle pain",Dengue
"chest discomfort, persistent cough with mucus",Bronchitis
"vomiting, fever, nausea",Gastroenteritis
"rash, fatigue",Chickenpox
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"weight loss, chest pain",Tuberculosis
"nausea, high fever, headache, chills, sweats",Malaria
"chest pain, shortness of breath",Pneumonia
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"chills, headache, nausea, high fever, sweats",Malaria
"fever, fatigue",Flu
"sneezing, mild headache",Common Cold
"headache, high fever",Dengue
"loss of taste, shortness of breath, dry cough",COVID-19
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"nasal congestion, sneezing",Allergic Rhinitis
"light sensitivity, vomiting, dizziness, nausea, headache",Migraine
"persistent cough, chest pain, weight loss",Tuberculosis
"joint pain, headache, muscle pain, high fever",Dengue
"light sensitivity, headache",Migraine
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"joint pain, muscle pain, high fever",Dengue
"chills, fever, cough, muscle pain",Flu
"headache, light sensitivity, vomiting",Migraine
"fatigue, shortness of breath, loss of taste",COVID-19
"muscle pain, high fever",Dengue
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"nasal congestion, facial pain, runny nose, headache",Sinusitis
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"headache, muscle pain, high fever",Dengue
"mild headache, sneezing",Common Cold
"sneezing, runny nose, itchy eyes, nasal congestion",Allergic Rhinitis
"sneezing, runny nose",Common Cold
"joint pain, rash, muscle pain",Dengue
"weight loss, chest pain",Tuberculosis
"sensitivity to light, high fever, stiff neck",Meningitis
"vomiting, light sensitivity, headache, nausea",Migraine
"light sensitivity, dizziness, nausea, vomiting, headache",Migraine
"headache, vomiting, light sensitivity",Migraine
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"nasal congestion, runny nose",Allergic Rhinitis
"fever, cough, shortness of breath, chest pain",Pneumonia
"fever, loss of appetite, rash, fatigue",Chickenpox
"itchy eyes, runny nose",Allergic Rhinitis
"coughing, shortness of breath",Asthma
"rash, loss of appetite, fatigue, fever",Chickenpox
"stiff neck, high fever",Meningitis
"rash, fever, fatigue, loss of appetite",Chickenpox
"loss of taste, shortness of breath, fatigue, high fever",COVID-19
"vomiting, light sensitivity",Migraine
"chest discomfort, fatigue",Bronchitis
"chest discomfort, fatigue",Bronchitis
"abdominal pain, fever",Gastroenteritis
"dizziness, vomiting, nausea, headache",Migraine
"cough, muscle pain, fatigue",Flu
"shortness of breath, chest tightness, coughing, wheezing",Asthma
"fatigue, chest discomfort",Bronchitis
"weight loss, night sweats",Tuberculosis
"fatigue, loss of taste, shortness of breath, high fever, dry cough",COVID-19
"headache, high fever",Meningitis
"chills, headache",Malaria
"mild headache, sore throat, runny nose",Common Cold
"high fever, rash, joint pain",Dengue
"persistent cough, night sweats",Tuberculosis
"loss of taste, fatigue, high fever, shortness of breath",COVID-19
"cough, fever",Flu
"loss of appetite, fever, rash",Chickenpox
"high fever, headache, sweats, nausea, chills",Malaria
"headache, high fever, stiff neck",Meningitis
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"joint pain, muscle pain, high fever",Dengue
"fatigue, high fever",COVID-19
"persistent cough with mucus, chest discomfort",Bronchitis
"sensitivity to light, high fever, headache",Meningitis
"nausea, dizziness",Migraine
"headache, stiff neck, sensitivity to light, high fever",Meningitis
"persistent cough, night sweats",Tuberculosis
"loss of taste, shortness of breath, high fever, dry cough",COVID-19
"runny nose, facial pain, headache",Sinusitis
"itchy eyes, runny nose",Allergic Rhinitis
"nausea, abdominal pain",Gastroenteritis
"nasal congestion, runny nose, itchy eyes",Allergic Rhinitis
"mild headache, sneezing",Common Cold
"chills, sore throat, cough, fatigue",Flu
"loss of taste, high fever",COVID-19
"night sweats, weight loss, persistent cough",Tuberculosis
"runny nose, nasal congestion",Sinusitis
"nausea, vomiting, fever",Gastroenteritis
"weight loss, persistent cough",Tuberculosis
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"loss of taste, high fever, shortness of breath, fatigue, dry cough",COVID-19
"muscle pain, headache, joint pain, high fever, rash",Dengue
"facial pain, runny nose, nasal congestion",Sinusitis
"high fever, stiff neck, headache, sensitivity to light",Meningitis
"sneezing, itchy eyes, runny nose",Allergic Rhinitis
"mild headache, runny nose, sneezing",Common Cold
"sensitivity to light, stiff neck, high fever",Meningitis
"sore throat, sneezing, mild headache, runny nose",Common Cold
"vomiting, headache, nausea",Migraine
"fever, loss of appetite, fatigue, rash",Chickenpox
"chest pain, persistent cough, weight loss",Tuberculosis
"stiff neck, sensitivity to light",Meningitis
"sore throat, fatigue, fever, muscle pain",Flu
"stiff neck, sensitivity to light, high fever, headache",Meningitis
"high fever, fatigue, shortness of breath",COVID-19
"muscle pain, high fever, headache, joint pain",Dengue
